t,PvAvailP
284883,44
284884,45
284885,48
284886,46
284887,46
284888,47
284889,47
284890,45
284891,44
284892,45
284893,51
284894,48
284895,51
284896,50
284897,50
284898,46
284899,45
284900,49
284901,46
284902,47
284903,48
284904,45
284905,50
284906,46
284907,50
284908,48
284909,47
284910,49
284911,49
284912,50
284913,44
284914,47
284915,49
284916,49
284917,49
284918,46
284919,45
284920,50
284921,47
284922,44
284923,48
284924,44
284925,51
284926,51
284927,47
284928,46
284929,45
284930,49
284931,47
284932,50
284933,47
284934,50
284935,46
284936,46
284937,44
284938,43
284939,48
284940,50
284941,49
284942,49
284943,48
284944,44
284945,49
284946,44
284947,47
284948,43
284949,48
284950,50
284951,44
284952,44
284953,50
284954,46
284955,50
284956,50
284957,48
284958,51
284959,46
284960,44
284961,48
284962,50
284963,44
284964,46
284965,49
284966,49
284967,48
284968,45
284969,48
284970,51
284971,50
284972,46
284973,44
284974,47
284975,50
284976,49
284977,50
284978,43
284979,45
284980,50
284981,43
284982,44
284983,51
284984,46
284985,46
284986,50
284987,43
284988,46
284989,51
284990,43
284991,51
284992,48
284993,51
284994,49
284995,48
284996,48
284997,50
284998,48
284999,45
285000,46
285001,50
285002,43
285003,44
285004,47
285005,47
285006,44
285007,44
285008,47
285009,47
285010,47
285011,50
285012,46
285013,43
285014,48
285015,47
285016,47
285017,48
285018,51
285019,49
285020,44
285021,47
285022,49
285023,46
285024,51
285025,44
285026,51
285027,49
285028,47
285029,45
285030,43
285031,46
285032,48
285033,48
285034,45
285035,45
285036,46
285037,46
285038,48
285039,45
285040,48
285041,45
285042,44
285043,46
285044,44
285045,48
285046,50
285047,43
285048,48
285049,43
285050,50
285051,47
285052,50
285053,46
285054,47
285055,50
285056,43
285057,47
285058,49
285059,43
285060,45
285061,43
285062,47
285063,49
285064,47
285065,44
285066,48
285067,43
285068,47
285069,45
285070,48
285071,50
285072,45
285073,44
285074,50
285075,49
285076,43
285077,43
285078,43
285079,47
285080,49
285081,49
285082,49
285083,50
285084,50
285085,50
285086,49
285087,43
285088,47
285089,49
285090,44
285091,46
285092,44
285093,50
285094,46
285095,46
285096,50
285097,45
285098,44
285099,47
285100,50
285101,49
285102,48
285103,44
285104,47
285105,49
285106,48
285107,43
285108,48
285109,49
285110,45
285111,50
285112,47
285113,49
285114,44
285115,49
285116,48
285117,44
285118,43
285119,45
285120,46
285121,45
285122,48
285123,44
285124,44
285125,46
285126,48
285127,44
285128,48
285129,45
285130,46
285131,44
285132,45
285133,46
285134,46
285135,43
285136,50
285137,45
285138,46
285139,44
285140,49
285141,48
285142,46
285143,48
285144,50
285145,49
285146,50
285147,49
285148,50
285149,48
285150,44
285151,47
285152,48
285153,43
285154,43
285155,49
285156,50
285157,44
285158,44
285159,47
285160,47
285161,48
285162,49
285163,49
285164,43
285165,50
285166,43
285167,44
285168,44
285169,44
285170,45
285171,46
285172,48
285173,49
285174,45
285175,47
285176,45
285177,45
285178,50
285179,50
285180,50
285181,50
285182,45
285183,43
285184,47
285185,44
285186,44
285187,43
285188,47
285189,45
285190,49
285191,44
285192,45
285193,48
285194,48
285195,50
285196,49
285197,50
285198,48
285199,46
285200,43
285201,47
285202,46
285203,46
285204,48
285205,46
285206,47
285207,46
285208,45
285209,47
285210,50
285211,43
285212,43
285213,47
285214,45
285215,44
285216,45
285217,45
285218,49
285219,47
285220,42
285221,44
285222,47
285223,46
285224,45
285225,48
285226,47
285227,44
285228,46
285229,48
285230,45
285231,46
285232,48
285233,49
285234,47
285235,45
285236,44
285237,48
285238,48
285239,42
285240,46
285241,44
285242,50
285243,46
285244,43
285245,46
285246,42
285247,47
285248,44
285249,47
285250,45
285251,43
285252,49
285253,43
285254,49
285255,43
285256,49
285257,46
285258,42
285259,47
285260,43
285261,44
285262,46
285263,44
285264,48
285265,50
285266,46
285267,49
285268,47
285269,45
285270,45
285271,45
285272,46
285273,43
285274,49
285275,42
285276,45
285277,48
285278,45
285279,44
285280,49
285281,45
285282,46
285283,49
285284,43
285285,42
285286,49
285287,43
285288,42
285289,45
285290,43
285291,49
285292,44
285293,47
285294,42
285295,49
285296,42
285297,44
285298,46
285299,46
285300,45
285301,42
285302,48
285303,43
285304,47
285305,42
285306,45
285307,48
285308,44
285309,48
285310,45
285311,46
285312,49
285313,45
285314,49
285315,44
285316,45
285317,48
285318,44
285319,47
285320,45
285321,45
285322,49
285323,43
285324,48
285325,44
285326,43
285327,48
285328,44
285329,47
285330,49
285331,48
285332,45
285333,42
285334,47
285335,43
285336,47
285337,47
285338,44
285339,46
285340,47
285341,45
285342,46
285343,44
285344,49
285345,48
285346,44
285347,48
285348,46
285349,46
285350,43
285351,49
285352,48
285353,48
285354,44
285355,43
285356,45
285357,44
285358,45
285359,46
285360,46
285361,47
285362,46
285363,48
285364,46
285365,47
285366,46
285367,46
285368,46
285369,46
285370,45
285371,45
285372,48
285373,49
285374,43
285375,47
285376,49
285377,49
285378,46
285379,42
285380,46
285381,47
285382,42
285383,49
285384,42
285385,44
285386,49
285387,42
285388,44
285389,45
285390,43
285391,42
285392,45
285393,43
285394,49
285395,45
285396,49
285397,49
285398,46
285399,43
285400,46
285401,44
285402,43
285403,44
285404,49
285405,45
285406,42
285407,47
285408,45
285409,46
285410,48
285411,43
285412,47
285413,47
285414,48
285415,46
285416,47
285417,47
285418,47
285419,47
285420,47
285421,44
285422,44
285423,42
285424,41
285425,49
285426,49
285427,43
285428,43
285429,47
285430,48
285431,46
285432,46
285433,43
285434,42
285435,46
285436,48
285437,45
285438,45
285439,48
285440,46
285441,42
285442,45
285443,49
285444,43
285445,46
285446,44
285447,43
285448,43
285449,42
285450,44
285451,47
285452,44
285453,48
285454,43
285455,44
285456,44
285457,48
285458,46
285459,42
285460,41
285461,41
285462,42
285463,46
285464,46
285465,44
285466,46
285467,41
285468,48
285469,48
285470,48
285471,43
285472,47
285473,46
285474,46
285475,44
285476,43
285477,42
285478,49
285479,44
285480,41
285481,46
285482,44
285483,44
285484,47
285485,44
285486,45
285487,41
285488,44
285489,43
285490,49
285491,47
285492,41
285493,42
285494,43
285495,48
285496,44
285497,43
285498,47
285499,41
285500,47
285501,43
285502,46
285503,43
285504,43
285505,49
285506,48
285507,47
285508,44
285509,42
285510,43
285511,41
285512,46
285513,48
285514,42
285515,45
285516,45
285517,41
285518,46
285519,43
285520,41
285521,45
285522,47
285523,47
285524,42
285525,43
285526,47
285527,48
285528,47
285529,48
285530,42
285531,46
285532,47
285533,43
285534,41
285535,48
285536,41
285537,42
285538,43
285539,43
285540,43
285541,48
285542,46
285543,43
285544,42
285545,48
285546,42
285547,45
285548,44
285549,41
285550,47
285551,44
285552,44
285553,42
285554,45
285555,48
285556,45
285557,45
285558,47
285559,47
285560,46
285561,47
285562,42
285563,42
285564,46
285565,44
285566,46
285567,45
285568,48
285569,44
285570,47
285571,46
285572,42
285573,47
285574,43
285575,47
285576,45
285577,41
285578,46
285579,43
285580,43
285581,48
285582,44
285583,47
285584,42
285585,41
285586,47
285587,45
285588,42
285589,42
285590,45
285591,44
285592,44
285593,41
285594,42
285595,47
285596,47
285597,48
285598,48
285599,48
285600,43
285601,42
285602,44
285603,47
285604,48
285605,43
285606,43
285607,41
285608,45
285609,44
285610,41
285611,44
285612,45
285613,41
285614,45
285615,43
285616,46
285617,48
285618,47
285619,42
285620,46
285621,45
285622,45
285623,45
285624,47
285625,41
285626,46
285627,48
285628,43
285629,42
285630,45
285631,44
285632,45
285633,48
285634,42
285635,47
285636,42
285637,47
285638,42
285639,47
285640,43
285641,43
285642,43
285643,47
285644,43
285645,47
285646,46
285647,47
285648,42
285649,43
285650,44
285651,48
285652,41
285653,45
285654,46
285655,48
285656,48
285657,41
285658,44
285659,44
285660,44
285661,41
285662,47
285663,44
285664,46
285665,46
285666,41
285667,47
285668,42
285669,47
285670,43
285671,43
285672,44
285673,45
285674,41
285675,44
285676,45
285677,42
285678,42
285679,41
285680,41
285681,47
285682,44
285683,41
285684,45
285685,44
285686,43
285687,44
285688,40
285689,47
285690,42
285691,42
285692,46
285693,44
285694,42
285695,44
285696,41
285697,41
285698,48
285699,42
285700,41
285701,43
285702,47
285703,47
285704,41
285705,46
285706,46
285707,42
285708,41
285709,46
285710,47
285711,44
285712,43
285713,45
285714,46
285715,46
285716,47
285717,43
285718,46
285719,46
285720,40
285721,44
285722,42
285723,43
285724,47
285725,41
285726,43
285727,47
285728,44
285729,46
285730,40
285731,40
285732,42
285733,40
285734,41
285735,46
285736,45
285737,45
285738,41
285739,46
285740,46
285741,44
285742,44
285743,45
285744,47
285745,44
285746,40
285747,44
285748,40
285749,44
285750,43
285751,41
285752,41
285753,43
285754,40
285755,45
285756,44
285757,46
285758,44
285759,41
285760,47
285761,43
285762,47
285763,41
285764,42
285765,43
285766,41
285767,40
285768,40
285769,42
285770,45
285771,40
285772,42
285773,41
285774,45
285775,45
285776,42
285777,42
285778,43
285779,43
285780,44
285781,41
285782,43
285783,42
285784,42
285785,40
285786,42
285787,42
285788,43
285789,47
285790,44
285791,47
285792,40
285793,40
285794,45
285795,45
285796,45
285797,42
285798,41
285799,44
285800,42
285801,41
285802,41
285803,43
285804,45
285805,43
285806,43
285807,43
285808,46
285809,46
285810,41
285811,40
285812,43
285813,43
285814,45
285815,44
285816,45
285817,43
285818,46
285819,40
285820,47
285821,40
285822,40
285823,40
285824,40
285825,45
285826,44
285827,46
285828,42
285829,41
285830,41
285831,42
285832,43
285833,46
285834,46
285835,46
285836,45
285837,47
285838,43
285839,47
285840,47
285841,47
285842,40
285843,44
285844,47
285845,42
285846,46
285847,43
285848,43
285849,47
285850,41
285851,43
285852,45
285853,46
285854,45
285855,43
285856,46
285857,45
285858,42
285859,45
285860,40
285861,42
285862,41
285863,45
285864,46
285865,41
285866,47
285867,45
285868,41
285869,42
285870,44
285871,42
285872,44
285873,42
285874,42
285875,44
285876,45
285877,45
285878,41
285879,46
285880,47
285881,40
285882,43
285883,41
285884,42
285885,42
285886,46
285887,44
285888,40
285889,45
285890,45
285891,41
285892,45
285893,41
285894,44
285895,41
285896,44
285897,45
285898,42
285899,40
285900,46
285901,47
285902,45
285903,46
285904,45
285905,41
285906,40
285907,41
285908,45
285909,41
285910,46
285911,47
285912,47
285913,40
285914,40
285915,40
285916,42
285917,46
285918,41
285919,46
285920,46
285921,42
285922,44
285923,40
285924,43
285925,41
285926,43
285927,44
285928,42
285929,46
285930,43
285931,46
285932,46
285933,40
285934,40
285935,44
285936,43
285937,41
285938,45
285939,46
285940,40
285941,41
285942,40
285943,41
285944,42
285945,44
285946,41
285947,40
285948,44
285949,39
285950,40
285951,43
285952,43
285953,41
285954,44
285955,39
285956,45
285957,45
285958,44
285959,43
285960,45
285961,45
285962,40
285963,46
285964,42
285965,43
285966,46
285967,39
285968,42
285969,39
285970,45
285971,45
285972,46
285973,47
285974,41
285975,43
285976,45
285977,42
285978,42
285979,43
285980,42
285981,39
285982,43
285983,46
285984,43
285985,44
285986,42
285987,41
285988,46
285989,44
285990,42
285991,46
285992,45
285993,45
285994,39
285995,41
285996,42
285997,44
285998,45
285999,45
286000,43
286001,41
286002,45
286003,45
286004,43
286005,43
286006,42
286007,46
286008,40
286009,41
286010,42
286011,43
286012,42
286013,39
286014,45
286015,42
286016,42
286017,46
286018,40
286019,40
286020,42
286021,45
286022,42
286023,44
286024,45
286025,43
286026,40
286027,39
286028,42
286029,43
286030,44
286031,41
286032,43
286033,39
286034,39
286035,44
286036,43
286037,42
286038,41
286039,40
286040,44
286041,40
286042,41
286043,45
286044,39
286045,40
286046,43
286047,45
286048,42
286049,42
286050,42
286051,45
286052,40
286053,45
286054,43
286055,39
286056,39
286057,41
286058,41
286059,43
286060,43
286061,41
286062,42
286063,43
286064,40
286065,39
286066,42
286067,45
286068,42
286069,39
286070,42
286071,44
286072,43
286073,41
286074,44
286075,43
286076,46
286077,45
286078,46
286079,43
286080,40
286081,40
286082,46
286083,42
286084,45
286085,40
286086,46
286087,42
286088,40
286089,43
286090,41
286091,45
286092,46
286093,43
286094,44
286095,44
286096,45
286097,43
286098,45
286099,41
286100,42
286101,43
286102,42
286103,43
286104,39
286105,41
286106,40
286107,39
286108,46
286109,46
286110,44
286111,45
286112,43
286113,45
286114,44
286115,43
286116,40
286117,44
286118,46
286119,39
286120,39
286121,45
286122,44
286123,45
286124,40
286125,43
286126,39
286127,43
286128,46
286129,39
286130,40
286131,46
286132,39
286133,41
286134,45
286135,42
286136,39
286137,39
286138,45
286139,41
286140,40
286141,41
286142,39
286143,40
286144,40
286145,42
286146,42
286147,39
286148,40
286149,42
286150,41
286151,41
286152,43
286153,44
286154,39
286155,39
286156,41
286157,42
286158,39
286159,39
286160,44
286161,44
286162,43
286163,42
286164,44
286165,41
286166,40
286167,40
286168,44
286169,40
286170,44
286171,45
286172,44
286173,39
286174,43
286175,45
286176,39
286177,44
286178,42
286179,41
286180,45
286181,42
286182,41
286183,42
286184,42
286185,43
286186,45
286187,38
286188,43
286189,44
286190,42
286191,41
286192,45
286193,45
286194,41
286195,40
286196,44
286197,38
286198,46
286199,44
286200,41
286201,38
286202,38
286203,42
286204,45
286205,44
286206,39
286207,38
286208,45
286209,39
286210,39
286211,43
286212,43
286213,42
286214,39
286215,40
286216,42
286217,44
286218,42
286219,40
286220,43
286221,43
286222,45
286223,41
286224,39
286225,42
286226,43
286227,39
286228,40
286229,43
286230,39
286231,45
286232,40
286233,42
286234,41
286235,44
286236,45
286237,41
286238,41
286239,41
286240,43
286241,39
286242,45
286243,45
286244,40
286245,45
286246,41
286247,42
286248,45
286249,43
286250,45
286251,42
286252,38
286253,42
286254,42
286255,38
286256,40
286257,40
286258,43
286259,43
286260,39
286261,43
286262,39
286263,40
286264,40
286265,42
286266,43
286267,44
286268,38
286269,45
286270,39
286271,38
286272,43
286273,39
286274,43
286275,40
286276,45
286277,45
286278,39
286279,41
286280,41
286281,43
286282,42
286283,39
286284,44
286285,40
286286,43
286287,41
286288,39
286289,42
286290,38
286291,44
286292,40
286293,38
286294,39
286295,44
286296,41
286297,42
286298,39
286299,43
286300,40
286301,40
286302,43
286303,38
286304,39
286305,38
286306,41
286307,45
286308,40
286309,40
286310,39
286311,39
286312,41
286313,43
286314,40
286315,44
286316,40
286317,38
286318,43
286319,40
286320,42
286321,45
286322,41
286323,39
286324,40
286325,40
286326,43
286327,42
286328,38
286329,38
286330,43
286331,41
286332,41
286333,44
286334,41
286335,40
286336,42
286337,40
286338,38
286339,41
286340,41
286341,43
286342,40
286343,45
286344,44
286345,43
286346,40
286347,40
286348,42
286349,45
286350,42
286351,44
286352,40
286353,39
286354,40
286355,44
286356,45
286357,40
286358,38
286359,38
286360,40
286361,39
286362,40
286363,44
286364,41
286365,45
286366,44
286367,41
286368,43
286369,44
286370,43
286371,38
286372,42
286373,40
286374,42
286375,39
286376,43
286377,42
286378,43
286379,42
286380,41
286381,38
286382,43
286383,40
286384,38
286385,43
286386,43
286387,39
286388,43
286389,38
286390,40
286391,43
286392,44
286393,43
286394,42
286395,39
286396,41
286397,42
286398,40
286399,37
286400,42
286401,45
286402,42
286403,41
286404,38
286405,42
286406,38
286407,40
286408,42
286409,43
286410,39
286411,40
286412,39
286413,38
286414,42
286415,42
286416,43
286417,38
286418,39
286419,44
286420,40
286421,38
286422,43
286423,45
286424,39
286425,42
286426,39
286427,43
286428,40
286429,43
286430,40
286431,41
286432,44
286433,42
286434,44
286435,37
286436,44
286437,43
286438,41
286439,40
286440,42
286441,44
286442,40
286443,44
286444,44
286445,39
286446,39
286447,38
286448,42
286449,39
286450,42
286451,43
286452,43
286453,41
286454,37
286455,44
286456,44
286457,42
286458,44
286459,38
286460,44
286461,41
286462,43
286463,41
286464,42
286465,40
286466,37
286467,42
286468,43
286469,41
286470,41
286471,43
286472,44
286473,38
286474,41
286475,42
286476,40
286477,41
286478,43
286479,41
286480,44
286481,40
286482,38
286483,38
286484,43
286485,42
286486,41
286487,41
286488,41
286489,41
286490,39
286491,42
286492,42
286493,44
286494,38
286495,40
286496,44
286497,43
286498,41
286499,44
286500,43
286501,37
286502,39
286503,43
286504,44
286505,40
286506,42
286507,37
286508,40
286509,40
286510,39
286511,44
286512,40
286513,37
286514,39
286515,42
286516,42
286517,43
286518,39
286519,42
286520,41
286521,38
286522,39
286523,44
286524,44
286525,44
286526,40
286527,40
286528,39
286529,38
286530,43
286531,41
286532,42
286533,40
286534,38
286535,40
286536,37
286537,41
286538,39
286539,41
286540,41
286541,39
286542,39
286543,39
286544,42
286545,38
286546,38
286547,39
286548,40
286549,40
286550,42
286551,42
286552,41
286553,44
286554,42
286555,40
286556,39
286557,39
286558,40
286559,42
286560,37
286561,42
286562,39
286563,41
286564,37
286565,37
286566,40
286567,42
286568,44
286569,39
286570,44
286571,42
286572,37
286573,38
286574,39
286575,41
286576,41
286577,40
286578,40
286579,41
286580,38
286581,39
286582,42
286583,37
286584,37
286585,41
286586,42
286587,37
286588,39
286589,38
286590,42
286591,41
286592,38
286593,41
286594,41
286595,40
286596,39
286597,36
286598,37
286599,42
286600,43
286601,40
286602,37
286603,41
286604,39
286605,43
286606,43
286607,39
286608,41
286609,44
286610,42
286611,38
286612,43
286613,42
286614,39
286615,43
286616,41
286617,42
286618,37
286619,42
286620,43
286621,44
286622,42
286623,37
286624,37
286625,36
286626,37
286627,37
286628,41
286629,36
286630,39
286631,43
286632,37
286633,39
286634,41
286635,40
286636,40
286637,39
286638,44
286639,39
286640,39
286641,36
286642,43
286643,37
286644,38
286645,37
286646,43
286647,42
286648,37
286649,43
286650,38
286651,43
286652,40
286653,42
286654,43
286655,37
286656,40
286657,42
286658,42
286659,37
286660,42
286661,39
286662,39
286663,36
286664,42
286665,44
286666,42
286667,42
286668,43
286669,41
286670,41
286671,37
286672,41
286673,37
286674,36
286675,42
286676,37
286677,42
286678,39
286679,38
286680,39
286681,36
286682,37
286683,42
286684,38
286685,39
286686,39
286687,42
286688,38
286689,37
286690,37
286691,42
286692,41
286693,38
286694,37
286695,37
286696,42
286697,40
286698,41
286699,38
286700,42
286701,38
286702,39
286703,41
286704,41
286705,38
286706,42
286707,43
286708,41
286709,40
286710,41
286711,38
286712,43
286713,36
286714,41
286715,37
286716,39
286717,41
286718,39
286719,39
286720,37
286721,43
286722,39
286723,36
286724,42
286725,37
286726,40
286727,40
286728,42
286729,40
286730,43
286731,40
286732,42
286733,38
286734,37
286735,36
286736,42
286737,40
286738,38
286739,43
286740,42
286741,36
286742,40
286743,37
286744,40
286745,43
286746,42
286747,37
286748,42
286749,43
286750,40
286751,39
286752,37
286753,41
286754,40
286755,43
286756,38
286757,37
286758,37
286759,41
286760,38
286761,42
286762,38
286763,43
286764,39
286765,38
286766,39
286767,36
286768,37
286769,43
286770,43
286771,38
286772,42
286773,37
286774,40
286775,39
286776,38
286777,38
286778,43
286779,36
286780,37
286781,43
286782,36
286783,41
286784,40
286785,36
286786,42
286787,38
286788,36
286789,39
286790,40
286791,38
286792,40
286793,43
286794,37
286795,37
286796,36
286797,40
286798,43
286799,43
286800,37
286801,39
286802,38
286803,42
286804,40
286805,42
286806,42
286807,43
286808,40
286809,41
286810,40
286811,40
286812,40
286813,42
286814,36
286815,40
286816,41
286817,38
286818,42
286819,40
286820,41
286821,39
286822,41
286823,37
286824,36
286825,40
286826,42
286827,42
286828,37
286829,35
286830,36
286831,41
286832,41
286833,37
286834,39
286835,38
286836,35
286837,39
286838,36
286839,40
286840,38
286841,37
286842,36
286843,38
286844,41
286845,39
286846,36
286847,40
286848,38
286849,41
286850,40
286851,36
286852,38
286853,36
286854,41
286855,41
286856,36
286857,42
286858,41
286859,42
286860,35
286861,36
286862,42
286863,36
286864,42
286865,39
286866,42
286867,38
286868,42
286869,42
286870,39
286871,40
286872,38
286873,40
286874,39
286875,37
286876,40
286877,38
286878,42
286879,38
286880,41
286881,37
286882,42
286883,40
286884,42
286885,39
286886,39
286887,41
286888,40
286889,40
286890,40
286891,41
286892,43
286893,42
286894,40
286895,42
286896,38
286897,42
286898,37
286899,39
286900,35
286901,39
286902,37
286903,41
286904,39
286905,41
286906,41
286907,36
286908,40
286909,35
286910,40
286911,41
286912,42
286913,36
286914,37
286915,36
286916,40
286917,40
286918,37
286919,39
286920,43
286921,37
286922,41
286923,41
286924,39
286925,41
286926,40
286927,35
286928,39
286929,41
286930,40
286931,40
286932,42
286933,37
286934,41
286935,42
286936,40
286937,36
286938,35
286939,43
286940,41
286941,35
286942,38
286943,39
286944,38
286945,36
286946,38
286947,38
286948,38
286949,38
286950,39
286951,35
286952,41
286953,40
286954,42
286955,39
286956,35
286957,41
286958,38
286959,40
286960,40
286961,37
286962,38
286963,41
286964,40
286965,41
286966,42
286967,38
286968,40
286969,38
286970,41
286971,36
286972,35
286973,36
286974,41
286975,37
286976,35
286977,39
286978,38
286979,37
286980,41
286981,38
286982,37
286983,38
286984,37
286985,35
286986,41
286987,36
286988,35
286989,41
286990,37
286991,41
286992,40
286993,38
286994,41
286995,37
286996,36
286997,42
286998,40
286999,35
287000,42
287001,39
287002,37
287003,38
287004,37
287005,40
287006,42
287007,36
287008,37
287009,40
287010,38
287011,36
287012,37
287013,36
287014,37
287015,39
287016,38
287017,40
287018,39
287019,42
287020,42
287021,41
287022,42
287023,39
287024,38
287025,42
287026,36
287027,39
287028,41
287029,38
287030,37
287031,37
287032,41
287033,40
287034,41
287035,36
287036,39
287037,36
287038,39
287039,36
287040,38
287041,39
287042,37
287043,38
287044,36
287045,38
287046,38
287047,40
287048,36
287049,40
287050,35
287051,35
287052,39
287053,36
287054,38
287055,39
287056,37
287057,38
287058,41
287059,40
287060,41
287061,39
287062,41
287063,35
287064,37
287065,41
287066,37
287067,38
287068,36
287069,42
287070,34
287071,36
287072,41
287073,40
287074,41
287075,42
287076,37
287077,38
287078,34
287079,36
287080,36
287081,39
287082,40
287083,35
287084,35
287085,36
287086,41
287087,41
287088,36
287089,40
287090,42
287091,36
287092,39
287093,42
287094,35
287095,40
287096,37
287097,34
287098,42
287099,39
287100,35
287101,36
287102,35
287103,38
287104,40
287105,40
287106,39
287107,37
287108,35
287109,38
287110,40
287111,37
287112,38
287113,41
287114,38
287115,39
287116,41
287117,36
287118,38
287119,38
287120,39
287121,35
287122,35
287123,41
287124,37
287125,35
287126,37
287127,40
287128,35
287129,34
287130,36
287131,35
287132,35
287133,37
287134,41
287135,40
287136,36
287137,35
287138,37
287139,41
287140,41
287141,37
287142,34
287143,36
287144,37
287145,34
287146,41
287147,42
287148,41
287149,39
287150,41
287151,36
287152,40
287153,39
287154,36
287155,39
287156,34
287157,40
287158,38
287159,38
287160,37
287161,40
287162,37
287163,37
287164,36
287165,39
287166,40
287167,34
287168,40
287169,40
287170,38
287171,40
287172,37
287173,41
287174,39
287175,40
287176,39
287177,34
287178,38
287179,40
287180,38
287181,40
287182,42
287183,38
287184,36
287185,38
287186,40
287187,39
287188,36
287189,40
287190,36
287191,37
287192,37
287193,34
287194,34
287195,38
287196,37
287197,37
287198,39
287199,34
287200,39
287201,41
287202,37
287203,37
287204,35
287205,35
287206,34
287207,34
287208,41
287209,35
287210,38
287211,41
287212,39
287213,39
287214,35
287215,40
287216,39
287217,41
287218,38
287219,39
287220,41
287221,36
287222,39
287223,41
287224,34
287225,34
287226,39
287227,36
287228,36
287229,36
287230,40
287231,39
287232,36
287233,39
287234,39
287235,35
287236,35
287237,38
287238,36
287239,38
287240,40
287241,36
287242,38
287243,41
287244,37
287245,37
287246,39
287247,38
287248,39
287249,37
287250,39
287251,35
287252,37
287253,37
287254,38
287255,34
287256,38
287257,34
287258,34
287259,40
287260,39
287261,35
287262,38
287263,39
287264,36
287265,39
287266,37
287267,34
287268,40
287269,40
287270,41
287271,38
287272,37
287273,35
287274,41
287275,41
287276,35
287277,35
287278,36
287279,34
287280,35
287281,41
287282,39
287283,37
287284,37
287285,39
287286,34
287287,39
287288,35
287289,40
287290,39
287291,41
287292,36
287293,37
287294,40
287295,38
287296,34
287297,35
287298,41
287299,39
287300,37
287301,40
287302,40
287303,34
287304,41
287305,41
287306,36
287307,37
287308,40
287309,38
287310,34
287311,39
287312,34
287313,34
287314,41
287315,41
287316,37
287317,39
287318,37
287319,38
287320,37
287321,36
287322,41
287323,40
287324,33
287325,36
287326,35
287327,41
287328,36
287329,40
287330,40
287331,35
287332,36
287333,37
287334,36
287335,34
287336,40
287337,40
287338,36
287339,38
287340,39
287341,41
287342,39
287343,39
287344,39
287345,39
287346,36
287347,41
287348,39
287349,39
287350,40
287351,39
287352,40
287353,41
287354,36
287355,36
287356,41
287357,35
287358,34
287359,33
287360,36
287361,35
287362,41
287363,38
287364,38
287365,38
287366,37
287367,36
287368,35
287369,35
287370,40
287371,39
287372,40
287373,35
287374,35
287375,34
287376,35
287377,34
287378,35
287379,39
287380,39
287381,39
287382,40
287383,38
287384,41
287385,36
287386,38
287387,39
287388,38
287389,34
287390,40
287391,35
287392,34
287393,35
287394,34
287395,38
287396,37
287397,36
287398,36
287399,40
287400,40
287401,36
287402,38
287403,38
287404,40
287405,36
287406,37
287407,35
287408,34
287409,34
287410,39
287411,39
287412,37
287413,35
287414,39
287415,41
287416,34
287417,33
287418,35
287419,35
287420,39
287421,34
287422,36
287423,36
287424,35
287425,39
287426,39
287427,37
287428,33
287429,37
287430,37
287431,36
287432,38
287433,35
287434,38
287435,38
287436,40
287437,37
287438,36
287439,35
287440,33
287441,33
287442,40
287443,40
287444,39
287445,34
287446,35
287447,37
287448,39
287449,35
287450,40
287451,38
287452,40
287453,37
287454,39
287455,35
287456,33
287457,40
287458,35
287459,39
287460,39
287461,38
287462,39
287463,36
287464,39
287465,34
287466,34
287467,35
287468,34
287469,39
287470,34
287471,39
287472,39
287473,38
287474,35
287475,38
287476,38
287477,37
287478,38
287479,33
287480,36
287481,37
287482,37
287483,40
287484,40
287485,34
287486,36
287487,34
287488,39
287489,37
287490,33
287491,35
287492,40
287493,37
287494,40
287495,37
287496,40
287497,37
287498,36
287499,39
287500,37
287501,39
287502,39
287503,33
287504,39
287505,36
287506,37
287507,40
287508,36
287509,38
287510,37
287511,38
287512,39
287513,36
287514,40
287515,37
287516,35
287517,37
287518,33
287519,39
287520,39
287521,35
287522,34
287523,36
287524,39
287525,34
287526,34
287527,34
287528,39
287529,34
287530,39
287531,39
287532,38
287533,34
287534,38
287535,35
287536,38
287537,33
287538,39
287539,40
287540,34
287541,40
287542,38
287543,36
287544,34
287545,39
287546,34
287547,38
287548,34
287549,38
287550,38
287551,38
287552,37
287553,35
287554,40
287555,34
287556,35
287557,37
287558,34
287559,33
287560,39
287561,35
287562,40
287563,34
287564,34
287565,38
287566,34
287567,37
287568,40
287569,33
287570,36
287571,33
287572,33
287573,33
287574,33
287575,37
287576,37
287577,40
287578,38
287579,33
287580,35
287581,39
287582,37
287583,39
287584,37
287585,40
287586,33
287587,40
287588,36
287589,35
287590,32
287591,34
287592,39
287593,38
287594,33
287595,39
287596,36
287597,37
287598,35
287599,38
287600,36
287601,35
287602,35
287603,36
287604,35
287605,37
287606,35
287607,37
287608,38
287609,35
287610,40
287611,38
287612,36
287613,39
287614,38
287615,38
287616,38
287617,35
287618,35
287619,37
287620,32
287621,36
287622,39
287623,39
287624,34
287625,36
287626,37
287627,35
287628,34
287629,33
287630,33
287631,36
287632,32
287633,33
287634,37
287635,37
287636,33
287637,35
287638,34
287639,37
287640,35
287641,34
287642,39
287643,39
287644,34
287645,38
287646,33
287647,33
287648,37
287649,35
287650,38
287651,33
287652,33
287653,32
287654,36
287655,34
287656,38
287657,33
287658,35
287659,34
287660,37
287661,35
287662,37
287663,33
287664,33
287665,32
287666,36
287667,34
287668,35
287669,39
287670,34
287671,33
287672,35
287673,37
287674,37
287675,35
287676,34
287677,39
287678,35
287679,37
287680,35
